Designator,Mid X,Mid Y,Rotation,Layer
C1,26.035,-17.78,0.0,top
C2,26.035,-22.86,180.0,top
D1,29.845,-16.51,0.0,top
D2,33.655,-16.51,0.0,top
J1,19.05,-20.32,270.0,top
J2,38.735,-20.32,0.0,top
R1,26.035,-16.51,0.0,top
R2,26.035,-24.13,0.0,top
R3,29.845,-17.78,180.0,top
R4,33.655,-17.78,0.0,top
U1,31.75,-21.844,180.0,top
U2,26.035,-20.32,90.0,top
